tracking_number,origin,destination,carrier,transit_days,quantity,total_cost,weather_risk_score,traffic_risk_score,supplier_reliability,delayed,actual_delay_days
TRK-195643,Rotterdam (NL),Port of Long Beach (US),FedEx Supply Chain,19,1960,5105.62,0.18,0.55,0.85,0,0.0
TRK-515492,Yokohama (JP),Port of Los Angeles (US),FedEx Supply Chain,16,2086,4823.67,0.68,0.24,0.75,0,0.0
TRK-372804,Singapore (SG),Port of Long Beach (US),Maersk Line,30,578,8239.59,0.52,0.82,0.7,1,7.8
TRK-524035,Singapore (SG),Port of Seattle (US),Global Freight Air,33,1981,5305.25,0.63,0.36,0.91,1,8.9
TRK-884417,Yokohama (JP),Port of Long Beach (US),Maersk Line,27,551,4220.73,0.53,0.44,0.78,1,7.7
TRK-584487,Shanghai Port (CN),Port of Long Beach (US),Maersk Line,13,2130,4726.94,0.91,0.34,0.99,1,6.4
TRK-112537,Shanghai Port (CN),Port of Long Beach (US),DHL Express,21,2191,5133.73,0.8,0.64,0.88,1,6.8
TRK-307757,Singapore (SG),Port of Seattle (US),FedEx Supply Chain,33,2472,9265.9,0.51,0.41,0.84,1,9.0
TRK-819622,Rotterdam (NL),Port of Vancouver (CA),Maersk Line,14,1676,4487.38,0.36,0.17,0.83,0,0.0
TRK-710610,Yokohama (JP),Port of New York (US),Maersk Line,27,1744,7276.57,0.43,0.92,0.87,1,9.6
TRK-122859,Shanghai Port (CN),Port of Long Beach (US),OceanNet Logistics,28,569,4639.82,0.29,0.24,0.88,0,0.0
TRK-948611,Ningbo-Zhoushan (CN),Port of Los Angeles (US),FedEx Supply Chain,5,1236,1693.93,0.54,0.8,0.74,1,2.4
TRK-228479,Shanghai Port (CN),Port of Seattle (US),Maersk Line,6,733,1960.66,0.34,0.6,0.97,0,0.0
TRK-276149,Yokohama (JP),Port of Seattle (US),OceanNet Logistics,24,627,3716.37,0.15,0.6,0.94,0,0.0
TRK-620226,Shanghai Port (CN),Port of Seattle (US),OceanNet Logistics,24,111,5996.95,0.34,0.7,0.89,1,8.4
TRK-281201,Hamburg Port (DE),Port of Long Beach (US),DHL Express,22,992,5525.92,0.54,0.63,0.78,1,5.5
TRK-388339,Hamburg Port (DE),Port of Seattle (US),DHL Express,23,1017,6590.35,0.68,0.76,0.8,1,7.6
TRK-136332,Yokohama (JP),Port of Oakland (US),Global Freight Air,13,1916,2515.58,0.58,0.94,0.75,1,4.1
TRK-357724,Rotterdam (NL),Port of New York (US),OceanNet Logistics,32,188,8179.89,0.68,0.9,0.82,1,11.4
TRK-532005,Yokohama (JP),Port of Seattle (US),Maersk Line,12,1076,3216.82,0.22,0.51,0.85,0,0.0
TRK-191982,Hamburg Port (DE),Port of Seattle (US),DHL Express,30,2115,8792.79,0.15,0.7,0.85,0,0.0
TRK-539599,Ningbo-Zhoushan (CN),Port of Vancouver (CA),Global Freight Air,16,2491,5215.68,0.71,0.13,0.98,0,0.0
TRK-361250,Rotterdam (NL),Port of Oakland (US),Maersk Line,28,644,4015.02,0.2,0.57,0.91,0,0.0
TRK-501078,Singapore (SG),Port of Vancouver (CA),FedEx Supply Chain,20,196,3835.98,0.05,0.16,0.86,0,0.0
TRK-602985,Yokohama (JP),Port of Seattle (US),FedEx Supply Chain,29,1131,7827.63,0.6,0.45,0.97,1,6.3
TRK-693128,Yokohama (JP),Port of New York (US),OceanNet Logistics,20,788,5853.72,0.24,0.06,0.99,0,0.0
TRK-383572,Ningbo-Zhoushan (CN),Port of Los Angeles (US),FedEx Supply Chain,9,1818,2942.66,0.57,0.86,0.79,1,5.2
TRK-726121,Ningbo-Zhoushan (CN),Port of Los Angeles (US),FedEx Supply Chain,20,2146,5286.91,0.24,0.33,0.75,0,0.0
TRK-161437,Singapore (SG),Port of Seattle (US),Global Freight Air,29,2291,8460.81,0.92,0.22,0.9,1,7.0
TRK-474795,Singapore (SG),Port of Oakland (US),DHL Express,7,1862,2682.59,0.39,0.18,0.82,0,0.0
TRK-267378,Shanghai Port (CN),Port of Long Beach (US),DHL Express,33,2186,5920.74,0.52,0.85,0.94,1,11.4
TRK-379473,Yokohama (JP),Port of Vancouver (CA),Maersk Line,11,1877,2999.86,0.07,0.46,0.8,0,0.0
TRK-901164,Ningbo-Zhoushan (CN),Port of Oakland (US),OceanNet Logistics,6,794,1274.78,0.67,0.51,0.76,1,3.2
TRK-472039,Singapore (SG),Port of Long Beach (US),DHL Express,6,1603,1372.3,0.12,0.78,0.92,0,0.0
TRK-348041,Yokohama (JP),Port of New York (US),FedEx Supply Chain,21,2407,5797.2,0.19,0.81,0.91,0,0.0
TRK-720298,Shanghai Port (CN),Port of Vancouver (CA),FedEx Supply Chain,9,2216,3202.17,0.3,0.63,0.9,0,0.0
TRK-695225,Yokohama (JP),Port of Long Beach (US),Global Freight Air,20,2440,6266.8,0.56,0.84,0.85,1,7.1
TRK-297377,Singapore (SG),Port of Seattle (US),Global Freight Air,30,514,5383.37,0.29,0.89,0.75,1,9.0
TRK-424065,Ningbo-Zhoushan (CN),Port of Seattle (US),Maersk Line,19,2342,5408.87,0.72,0.33,0.79,1,7.2
TRK-194641,Shanghai Port (CN),Port of Long Beach (US),Global Freight Air,14,1855,4271.4,0.58,0.89,0.9,1,5.4
TRK-329437,Shanghai Port (CN),Port of Oakland (US),OceanNet Logistics,30,819,5403.22,0.95,0.73,0.89,1,10.2
TRK-100716,Hamburg Port (DE),Port of Oakland (US),DHL Express,8,2135,2192.15,0.48,0.06,0.73,0,0.0
TRK-945619,Ningbo-Zhoushan (CN),Port of New York (US),DHL Express,17,1841,4025.0,0.57,0.1,0.74,0,0.0
TRK-941403,Singapore (SG),Port of New York (US),Maersk Line,10,2085,4141.68,0.55,0.89,0.7,1,5.7
TRK-122977,Ningbo-Zhoushan (CN),Port of Oakland (US),DHL Express,33,1673,6772.77,0.89,0.54,0.85,1,9.4
TRK-911982,Shanghai Port (CN),Port of Oakland (US),FedEx Supply Chain,12,1260,2892.88,0.62,0.87,0.76,1,5.9
TRK-176054,Hamburg Port (DE),Port of Vancouver (CA),OceanNet Logistics,18,123,2733.42,0.71,0.32,0.83,1,6.1
TRK-714483,Shanghai Port (CN),Port of New York (US),FedEx Supply Chain,29,983,5822.58,0.65,0.19,0.9,0,0.0
TRK-438273,Ningbo-Zhoushan (CN),Port of Long Beach (US),OceanNet Logistics,13,1378,2975.52,0.72,0.29,0.96,0,0.0
TRK-930307,Rotterdam (NL),Port of Seattle (US),FedEx Supply Chain,10,1461,2820.05,0.13,0.4,0.91,0,0.0
TRK-282664,Rotterdam (NL),Port of Oakland (US),Global Freight Air,29,628,7607.91,0.81,0.63,0.8,1,9.5
TRK-925220,Hamburg Port (DE),Port of Long Beach (US),Global Freight Air,26,932,7460.11,0.26,0.72,0.88,1,7.9
TRK-954017,Ningbo-Zhoushan (CN),Port of Seattle (US),FedEx Supply Chain,17,1264,5196.24,0.31,0.62,0.78,0,0.0
TRK-869649,Rotterdam (NL),Port of New York (US),DHL Express,11,1809,3959.26,0.5,0.66,0.81,1,3.8
TRK-286340,Rotterdam (NL),Port of Los Angeles (US),Global Freight Air,5,359,1642.76,0.23,0.18,0.95,0,0.0
TRK-510623,Singapore (SG),Port of Oakland (US),Maersk Line,29,580,4216.8,0.94,0.33,0.73,1,7.7
TRK-290926,Yokohama (JP),Port of New York (US),Global Freight Air,32,1471,6717.56,0.07,0.25,0.72,0,0.0
TRK-331625,Rotterdam (NL),Port of Oakland (US),Maersk Line,32,1525,6023.58,0.51,0.28,0.97,0,0.0
TRK-620287,Ningbo-Zhoushan (CN),Port of New York (US),Maersk Line,33,1358,6902.1,0.39,0.42,0.91,0,0.0
TRK-349556,Hamburg Port (DE),Port of New York (US),DHL Express,25,2118,9029.71,0.35,0.55,0.73,0,0.0
TRK-767090,Shanghai Port (CN),Port of Vancouver (CA),FedEx Supply Chain,24,1237,4282.71,0.53,0.65,0.76,1,8.8
TRK-568325,Shanghai Port (CN),Port of New York (US),DHL Express,21,481,4946.94,0.45,0.11,0.83,0,0.0
TRK-361662,Rotterdam (NL),Port of Los Angeles (US),FedEx Supply Chain,19,816,5490.17,0.49,0.16,0.7,0,0.0
TRK-369125,Singapore (SG),Port of Los Angeles (US),Maersk Line,34,2445,10611.52,0.32,0.5,0.82,0,0.0
TRK-150486,Shenzhen Port (CN),Port of Seattle (US),OceanNet Logistics,20,1355,3543.7,0.1,0.23,0.7,0,0.0
TRK-274418,Shenzhen Port (CN),Port of Seattle (US),OceanNet Logistics,16,831,3391.91,0.36,0.37,0.7,0,0.0
TRK-468292,Yokohama (JP),Port of Seattle (US),Maersk Line,12,2211,3865.1,0.85,0.53,0.86,1,5.7
TRK-969067,Shenzhen Port (CN),Port of Oakland (US),DHL Express,24,2140,3713.56,0.46,0.54,0.96,1,5.3
TRK-270557,Shenzhen Port (CN),Port of Los Angeles (US),Maersk Line,26,1330,5267.49,0.41,0.19,0.85,0,0.0
TRK-409234,Shanghai Port (CN),Port of New York (US),FedEx Supply Chain,27,262,5534.85,0.81,0.69,0.84,1,8.4
TRK-209812,Shanghai Port (CN),Port of New York (US),DHL Express,24,406,6197.54,0.48,0.09,0.79,0,0.0
TRK-493696,Ningbo-Zhoushan (CN),Port of Vancouver (CA),Maersk Line,20,1532,4243.7,0.78,0.65,0.91,1,6.9
TRK-673619,Shanghai Port (CN),Port of New York (US),Global Freight Air,11,2148,4453.19,0.45,0.48,0.89,0,0.0
TRK-743453,Shenzhen Port (CN),Port of Vancouver (CA),Maersk Line,10,1604,3820.87,0.08,0.33,0.79,0,0.0
TRK-552275,Rotterdam (NL),Port of Long Beach (US),Global Freight Air,7,1790,2462.78,0.14,0.71,0.79,0,0.0
TRK-555292,Ningbo-Zhoushan (CN),Port of Los Angeles (US),Maersk Line,32,1714,5320.02,0.51,0.58,0.8,1,8.8
TRK-447177,Ningbo-Zhoushan (CN),Port of Long Beach (US),OceanNet Logistics,27,2387,9183.77,0.2,0.39,0.74,0,0.0
TRK-831063,Yokohama (JP),Port of Vancouver (CA),Global Freight Air,34,271,9405.0,0.3,0.91,0.72,1,10.2
TRK-378150,Rotterdam (NL),Port of New York (US),FedEx Supply Chain,28,649,6446.85,0.65,0.8,0.74,1,7.7
TRK-349087,Shanghai Port (CN),Port of Los Angeles (US),OceanNet Logistics,11,1607,2429.55,0.47,0.59,0.71,1,3.8
TRK-699544,Yokohama (JP),Port of Seattle (US),DHL Express,34,1789,5384.02,0.28,0.07,0.71,0,0.0
TRK-157152,Hamburg Port (DE),Port of Los Angeles (US),OceanNet Logistics,11,660,3396.07,0.71,0.69,0.76,1,4.0
TRK-191884,Hamburg Port (DE),Port of Vancouver (CA),Global Freight Air,31,107,6172.97,0.34,0.81,0.79,1,9.3
TRK-603660,Ningbo-Zhoushan (CN),Port of Los Angeles (US),Maersk Line,13,760,2602.71,0.16,0.3,0.76,0,0.0
TRK-317005,Ningbo-Zhoushan (CN),Port of Vancouver (CA),FedEx Supply Chain,8,954,2155.55,0.7,0.67,0.73,1,5.8
TRK-185916,Shenzhen Port (CN),Port of Los Angeles (US),FedEx Supply Chain,29,378,7215.45,0.28,0.67,0.71,1,8.9
TRK-923002,Shenzhen Port (CN),Port of Seattle (US),OceanNet Logistics,8,1364,2409.21,0.66,0.75,0.84,1,4.8
TRK-793150,Hamburg Port (DE),Port of Los Angeles (US),Global Freight Air,14,591,3444.96,0.81,0.77,0.82,1,5.1
TRK-506351,Ningbo-Zhoushan (CN),Port of New York (US),OceanNet Logistics,18,2309,5205.18,0.52,0.78,0.8,1,6.8
TRK-487345,Ningbo-Zhoushan (CN),Port of Seattle (US),Maersk Line,14,572,2476.36,0.29,0.82,0.8,1,6.7
TRK-376085,Shenzhen Port (CN),Port of Seattle (US),FedEx Supply Chain,21,548,2934.35,0.68,0.46,0.73,1,7.4
TRK-337232,Singapore (SG),Port of New York (US),Global Freight Air,7,1828,2963.47,0.16,0.21,0.98,0,0.0
TRK-164633,Ningbo-Zhoushan (CN),Port of Vancouver (CA),Maersk Line,16,2148,3657.26,0.63,0.34,0.95,0,0.0
TRK-189870,Rotterdam (NL),Port of New York (US),Global Freight Air,8,1303,2330.12,0.89,0.19,0.7,1,3.2
TRK-534096,Singapore (SG),Port of Oakland (US),DHL Express,20,244,3280.33,0.17,0.69,0.72,0,0.0
TRK-680493,Shanghai Port (CN),Port of Seattle (US),Global Freight Air,27,1676,6690.15,0.58,0.38,0.84,1,6.7
TRK-538967,Yokohama (JP),Port of Vancouver (CA),OceanNet Logistics,21,1749,5427.68,0.64,0.91,0.91,1,6.0
TRK-700534,Ningbo-Zhoushan (CN),Port of Seattle (US),FedEx Supply Chain,8,857,2444.05,0.58,0.93,0.85,1,5.9
TRK-182790,Shenzhen Port (CN),Port of Vancouver (CA),Maersk Line,24,173,4647.15,0.58,0.78,0.99,1,7.4
TRK-626491,Yokohama (JP),Port of Oakland (US),Global Freight Air,12,935,4330.25,0.44,0.23,0.88,0,0.0
TRK-810446,Yokohama (JP),Port of Long Beach (US),Maersk Line,22,1117,6670.7,0.65,0.42,0.78,1,7.5
TRK-893969,Shenzhen Port (CN),Port of Long Beach (US),DHL Express,32,502,6760.14,0.31,0.62,0.73,1,8.8
TRK-322182,Singapore (SG),Port of Long Beach (US),DHL Express,29,2082,4589.96,0.89,0.83,0.77,1,11.6
TRK-144748,Shenzhen Port (CN),Port of Los Angeles (US),OceanNet Logistics,6,1640,2629.49,0.17,0.33,0.88,0,0.0
TRK-311727,Singapore (SG),Port of Vancouver (CA),DHL Express,33,1785,9713.54,0.42,0.41,0.71,1,8.3
TRK-974625,Yokohama (JP),Port of New York (US),FedEx Supply Chain,9,1501,2058.26,0.75,0.38,0.77,1,4.9
TRK-862422,Singapore (SG),Port of Los Angeles (US),Maersk Line,8,971,2164.11,0.69,0.5,0.95,1,2.8
TRK-506951,Yokohama (JP),Port of Seattle (US),Global Freight Air,18,883,4243.28,0.49,0.7,0.97,1,4.5
TRK-441968,Singapore (SG),Port of New York (US),Global Freight Air,26,1526,7762.97,0.61,0.64,0.76,1,7.2
TRK-580412,Singapore (SG),Port of Los Angeles (US),Global Freight Air,27,1769,6188.7,0.17,0.1,0.95,0,0.0
TRK-716118,Yokohama (JP),Port of Seattle (US),Maersk Line,29,334,8205.91,0.31,0.18,0.77,0,0.0
TRK-534574,Ningbo-Zhoushan (CN),Port of Long Beach (US),Global Freight Air,33,2080,7434.08,0.84,0.41,0.8,1,8.9
TRK-716493,Yokohama (JP),Port of Los Angeles (US),Maersk Line,21,2048,6277.68,0.67,0.05,0.97,0,0.0
TRK-690016,Singapore (SG),Port of Los Angeles (US),FedEx Supply Chain,9,1648,3238.32,0.44,0.9,0.84,1,5.8
TRK-661652,Hamburg Port (DE),Port of Seattle (US),FedEx Supply Chain,24,1800,7675.15,0.38,0.15,0.9,0,0.0
TRK-501650,Rotterdam (NL),Port of Seattle (US),Global Freight Air,19,367,5448.42,0.77,0.2,0.77,1,5.3
TRK-738543,Shenzhen Port (CN),Port of Los Angeles (US),DHL Express,30,838,8954.72,0.74,0.43,0.7,1,8.3
TRK-388792,Shenzhen Port (CN),Port of Long Beach (US),Global Freight Air,11,220,1638.19,0.45,0.28,0.96,0,0.0
TRK-738221,Rotterdam (NL),Port of Vancouver (CA),OceanNet Logistics,34,1209,8420.93,0.66,0.07,0.82,0,0.0
TRK-140666,Shenzhen Port (CN),Port of New York (US),DHL Express,26,1832,6982.47,0.09,0.4,0.93,0,0.0
TRK-151685,Rotterdam (NL),Port of Seattle (US),FedEx Supply Chain,32,1857,7511.51,0.42,0.82,0.77,1,11.1
TRK-490532,Shanghai Port (CN),Port of New York (US),FedEx Supply Chain,29,619,4498.57,0.22,0.73,0.71,1,8.7
TRK-426053,Hamburg Port (DE),Port of Seattle (US),Maersk Line,14,266,2974.82,0.78,0.11,0.94,0,0.0
TRK-339030,Ningbo-Zhoushan (CN),Port of New York (US),OceanNet Logistics,15,1152,3982.1,0.72,0.51,0.82,1,5.2
